id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
1268,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS OR FOG LIGHTS WHILE OPERATING WINDSHIELD WIPERS,IL495  CONNECTICUT AVE,39.0137,-77.09465,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,HONDA,ACCORD,GOLD,22-201.2,Transportation Article,No,BLACK,M,SKIPPERS,VA,VA,A - Marked Patrol,,No
1269,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NB 28  124,39.11754,-77.25151167,No,No,No,No,No,No,No,No,No,No,UT,02 - Automobile,2014,JEEP,GR CHEROKEE,BLACK,16-112,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
1271,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,FLOWER AVE AT HOUSTON AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,TACOMA,SILVER,21-707,Transportation Article,No,BLACK,F,COLLEGE PARK,MD,MD,A - Marked Patrol,,No
1272,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,OLD GEORGETOWN ROAD  DEMOCRACY BLVD,38.98356333,-77.09290333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,BMW,CN,BLACK,21-707,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,B - Unmarked Patrol,,Yes
1273,00:00:00,MCP,Headquarters and Special Operations,STOP LIGHTS ,15400 BLOCK NEW HAMPSHIRE AE,39.10951333,-76.9967,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1995,FORD,TK,GREEN DK,64*,,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,,No
1274,00:00:00,MCP,Headquarters and Special Operations,STOP LIGHTS ,UNIVERSITY BLVD W  VEIRS MILL RD,39.04104,-77.05354,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HOND,ACCORD,SILVER,64*,,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
1275,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,NB 270  MONTGOMERY VILLAGE AVE,39.15232333,-77.21990667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,ACURA,TL,GRAY,21-309,Transportation Article,No,OTHER,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
1276,00:00:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,MIDDLEBROOK RD MD 118,39.182065,-77.27046833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2014,ISUZU,TRUCK,WHITE,11-391.41,Maryland Rules,No,HISPANIC,M,BALTIMORE,MD,MD,B - Unmarked Patrol,,No
1278,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,70 UNIVERSITY BLVD,-76.99550333,39.04537667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,WHITE,21-902,Transportation Article,No,HISPANIC,F,ADELPHI,MD,MD,B - Unmarked Patrol,,Yes
1282,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD WEST AT GEORGIA AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,4RUNNER,WHITE,21-201,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,,Yes
1283,00:00:00,MCP,Headquarters and Special Operations,TIRES,POWDER MILL RD AT NEW HAMPSHIRE AVE,39.02243667,-76.97545333,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,1993,KW,TR,BLACK,51,,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
1285,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NB NEW HAMPSHIRE AVE LOCKWOOD DR,39.04770167,-76.99259333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYT,4S,SILVER,16-101,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1286,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP AT STOP SIGN,DORSET AVE NB  DEAL PL,38.96744,-77.09083333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HOND,ACCORD,BLUE,21-707,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,M - Marked ,,No
1287,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,FLOWER AVENUE AT PINEY BRANCH RD,39.002315,-77.00728667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,ACCORD,GREEN,16-303,Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,B - Unmarked Patrol,,Yes
1288,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,EAST WEST HWY  BLAIR MILL RD,-77.02936,38.98934,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,CAMRY,SILVER,22-226,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
1289,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SAM EIG HWY 270 SB RAMP,39.11955833,-77.20286333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,CADI,CTS,BLUE DARK,21-201,Transportation Article,No,BLACK,F,ANNANDALE,VA,VA,A - Marked Patrol,,No
1290,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,DARNESTOWN ROAD  BLACKSBERRY DRIVE,39.11621667,-77.24791333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,ACCORD,WHITE,16-116,Transportation Article,No,HISPANIC,M,COLUMBIA,MD,MD,Q - Marked Laser,,No
1291,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,ASPEN HILL ROAD PARKLAND DR,39.07975,-77.08710333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,NISSAN,ALTIMA,SILVER,21-707,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
1292,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,FALLS CHAPEL WAY  COLD SPRING RD,39.06239167,-77.181085,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HONDA,CIVIC,SILVER,21-707,Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1293,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB OLD GEORGETOWN ROAD  ST. ELMO,-77.09799333,38.987565,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,MAZDA,2DR,RED,21-1124.2,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,Yes
1294,00:00:00,MCP,Headquarters and Special Operations,DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NEW HAMPSHIRE AND SCHINDLER,39.14973833,-77.23319833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,DODGE,4DR,BLACK,16-101,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1295,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO PROVIDE TRUTHFULL IDENTIFICATION,19900 CENTURY BLVD  PANERA BREAD,39.18295333,-77.262225,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACURA,4D,RED,7-705,Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,,Yes
1296,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 49 MPH IN A POSTED 40 MPH ZONE,800 BLOCK OF E GUDE DR,39.10083333,-77.14099,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BUICK,RENDEZVOUS,BLACK,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,,Yes
1297,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,MEADOW HALL DR AT MCAULIFFE RD,NA,NA,No,No,No,No,No,No,No,No,No,No,GA,02 - Automobile,2014,CHEVROLET,SILVERADO,BLACK,21-902,Transportation Article,No,HISPANIC,M,MARIETTA,GA,GA,A - Marked Patrol,,Yes
1298,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY AND CARROLL,39.04458167,-76.99341,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,TACOMA,SILVER,21-201,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
1300,00:00:00,MCP,Headquarters and Special Operations,HOLDER OF LEARNERS PERMIT DRIVING WO REQ. SUPERVISION,SB 270 MAIN LANES PRIOR TO 370,39.114895,-77.19242667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2009,BMW,335I,BLACK,16-105,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
1302,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MD 200  MUNCASTER MILL ROAD,-77.11732167,39.126915,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,ACCORD,BLACK,21-1124.2,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
1303,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEH. WITH OBSTRUCTED REAR WINDSHIELD,JONES BRIDGE RD  355,38.99689333,-77.09597,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERZ,E350 4D,WHITE,22-404,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,,No
1305,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,SB NEW HAMPSHIRE AVE  POWDER MILL RD,-76.97873333,39.02356833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEV,EXPRESS VAN,WHITE,21-309,Transportation Article,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,,No
1306,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,CONNECTICUT  ASPEN HILL,39.07980833,-77.07927833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,CADILLAC,CTS,BLUE,16-112,Transportation Article,No,BLACK,M,SILVER SRPING,MD,MD,B - Unmarked Patrol,,No
1308,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,MIDDLEBROOK ROAD  GREAT SENECA HIGHWAY,39.17156833,-77.26263833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,ALTIMA,BLUE,21-405,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,Yes
1310,00:00:00,MCP,Headquarters and Special Operations,DRIVER CONSUMING ALCOHOLIC BEVERAGE IN PASSENGER AREA OF MOTOR VEHICLE ON HIGHWAY,3 SEEK COURT,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2005,TOYOTA,CAMRY,SILVER,21-903,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1311,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,11418 GEORGIA AVE,39.05838667,-77.0481,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,INFI,4S,BLUE DARK,21-901.1,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
1312,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. ON HWY. WO REQUIRED MINIMUM EQUIPMENT,VEIRS MILL RDREEDIE DR,39.03881,-77.05356167,No,No,No,No,No,No,No,No,No,No,AL,02 - Automobile,2001,FORD,CROWN VICTORIA,GREEN,23-104,Transportation Article,No,BLACK,M,TUSKEGEE INSTITUTE,AL,AL,B - Unmarked Patrol,,No
1315,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,WOODMONT AVENUE ROUTE 355,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,BMW,SUV,WHITE,21-902,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,B - Unmarked Patrol,,Yes
1316,00:00:00,MCP,Headquarters and Special Operations,TAG LIGHTS ,CONNECTICUT AVEGRAND PRE RD,39.08879167,-77.07242333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,COROLLA,GREEN,65*,,No,BLACK,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,,No
1318,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,I270 NB PRIOR TO RT124,39.149485,-77.21482333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,AVALON,GRAY,22-412.3,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
1319,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. WO ADEQUATE REAR REG. PLATE ILLUMINATION,SB 7900 BLK OF GEORGIA AVE,-77.02677,38.98512333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2014,HYUNDAI,ACCENT,BLACK,22-204,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,B - Unmarked Patrol,,Yes
1320,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WARING STATION RDFOREST BROOK RD,-77.25122833,39.17129167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,SCION,2DR,SILVER,21-801.1,Transportation Article,No,WHITE,M,LAUREL,MD,MD,Q - Marked Laser,,No
1322,00:00:00,MCP,Headquarters and Special Operations,DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,LEWISBERRY DR  EAST VILLAGE AVE,39.18428,-77.17223333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,TUNDRA,BLUE DARK,21-310,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
1323,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,ASPEN HILL ROAD AT CONNECTICUT AVENUE,39.08336333,-77.0782,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MERZ,E350,BLACK,21-404,Transportation Article,No,BLACK,M,WENDELL,NC,NC,B - Unmarked Patrol,,No
1324,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 80 MPH,GEORGIA  BAXTER,39.05843333,-77.04799,No,No,No,No,No,No,No,No,No,No,NJ,02 - Automobile,2010,HONDA,CIVIC,RED,21-801,Transportation Article,No,HISPANIC,M,MANALAPAN,NJ,NJ,B - Unmarked Patrol,,Yes
1325,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,HUNGERFORD LA  IVY LEAGUE LANE,-77.15358833,39.09506167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,TOYOTA,CELICA 2D,BLACK,22-201.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
1326,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB 270 RAMP ONTO NB 124,39.14889,-77.21490667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,DODG,2S,BLACK,13-411,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
1327,00:00:00,MCP,Headquarters and Special Operations,RT. TURN FROM IMPROPER ROAD POSITION,DARNESTOWN RD AT WOOTEN PKWY,39.08551167,-77.18751167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,RAV4,SILVER,21-601,Transportation Article,No,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,,Yes
1330,00:00:00,MCP,Headquarters and Special Operations,HAZARD WARNING LAMP ,GREAT SENECA HWY ,39.09787,-77.206095,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,2002,KENW,DUMP TK,GOLD,78*,,No,WHITE,M,EDGEWATER,MD,MD,A - Marked Patrol,,No
1331,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,MUNCASTER RD MUNCASTER MILL RD,39.14599667,-77.14400833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TARUS,SILVER,21-901.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
1332,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,BLUERIDGE AND GALT,-77.048195,39.057985,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,CHEVY,S10,RED,21-902,Transportation Article,No,WHITE,M,UPPER MARLBORO,MD,MD,A - Marked Patrol,,Yes
1336,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH SINGLE REGISTRATION PLATE ON FRONT OF CLASS F VEHICLE,270 OFF RAMP  WEST DIAMOND,39.14164333,-77.21073,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,4 DR,BLACK,13-411,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
1337,00:00:00,MCP,Headquarters and Special Operations,FOLLOWING VEH. TOO CLOSELY,NB 355  FAIRBANKS DR,39.13345167,-77.18999667,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2006,BMW,750I 4D,SILVER,21-310,Transportation Article,No,BLACK,M,KINSTON,NC,NC,A - Marked Patrol,,No
1339,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,OLD GEORGETOWNDEMOCRACY BLVD,39.02339333,-77.130145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,4S,SILVER,21-202,Transportation Article,No,BLACK,M,LANDOVER,MD,MD,A - Marked Patrol,,No
1340,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,NB 27  OBSERVATION DR,39.20067167,-77.25629833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HYUN,SONATA 4D,GRAY,21-309,Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,,Yes
1341,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,SB GREAT SENECA HWY  MUDDY BRANCH RD,39.11108167,-77.21689833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,PKTK,WHITE,21-204,Transportation Article,No,BLACK,M,FT WASHINGTON,MD,MD,A - Marked Patrol,,Yes
1342,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,800 WEST MONTGOMERY AVE,-77.2371,39.11607833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,PILOT,BLACK,21-902,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
1343,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,ASPEN HILL ROAD  CONNECTICUT AVENUE,39.08057167,-77.07865667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,No,BLACK,M,LAUREL,MD,MD,B - Unmarked Patrol,,No
1346,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,NEW HAMPSHIRE AVEMIDLAND ROAD,39.07739167,-77.00217833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,DODG,SU,BLACK,21-801,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1347,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,ODENHALL AVE AND RUSSEL AVE,39.14977833,-77.23387833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,NISSAN,FRONTIER,BLACK,21-901.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
1350,00:00:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,GEORGIA AVENUE  QUEEN ELIZABETH DRIVE,39.15981333,-77.065585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,2H,BLUE,22-406,Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,B - Unmarked Patrol,,No
1351,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,WISTERIA DRGERMANTOWN RD,39.17501333,-77.26681667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,DODGE,STRATUS,GREEN,21-707,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
1353,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MUDDY BRANCH RD  SUFFIELD DR,39.11252333,-77.21705,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HOND,ACCORD,BLACK,21-502,Transportation Article,No,OTHER,F,GERMANTOWN,MD,MD,O - Foot Patrol,,Yes
1354,00:00:00,MCP,Headquarters and Special Operations,KNOWINGLY DRIVING UNINSURED VEHICLE,OLD GEORGETOWN ROAD AT BETHESDA AVENUE,38.98128167,-77.09352667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUN,ELANTRA,BLACK,17-107,Transportation Article,No,WHITE,M,WINSTON SALEM,NC,NC,B - Unmarked Patrol,,Yes
1355,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,2 MEEM AVE  50 W DIAMOND AVE,39.14968833,-77.23368167,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2000,TOYOTA,4 RUNNER,BLACK,21-902,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
1356,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,MONTGOMERY VILLAGE AVE  RUSSELL AVE,39.15540667,-77.20792167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,EXPLORER,WHITE,21-901.1,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,,Yes
1358,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,GEORGIA AVE SO UNIVERSITY BLVD W,39.04157167,-77.051125,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVY,TAHOE SUV,BLACK,16-303,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
1359,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELANDMAPLE,38.98652167,-77.08209333,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2007,ACURA,MDX,SILVER,21-201,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,B - Unmarked Patrol,,No
1361,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,SHADY GROVE RD  OAKMONT DR,39.12703,-77.17319333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEV,TAHOE,WHITE,21-902,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,,Yes
1362,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,EB UNIVERSITY BLVD E  E MELBORNE AVE,39.006485,-76.99777833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,HONDA,CIVIC 2D,SILVER,16-101,Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,Q - Marked Laser,,No
1363,00:00:00,MCP,Headquarters and Special Operations,EMERGENCY BRAKING SYSTEM NOT OPERATING PROPERLY,DARNESTOWN RD  MUDDY BRANCH RD,39.10312167,-77.22350833,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,1971,HOME MADE,TRAILER,BLACK,11-393.43,Maryland Rules,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
1364,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GERMANTOWN ROAD AT AIRCRAFT DRIVE,39.18331,-77.256735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,SUBURBAN,GOLD,21-201,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,B - Unmarked Patrol,,No
